persa,1
maine coon,1
bengala,1
siames,1
esfinge,1
ragdoll,1
azul ruso,1
angora turco,1
comun,1
comun,2
pastor aleman,2
bulldog,2
poodle,2
labrador,2
pug,2
cotorra,3
periquita,3
orejas rojas,4
orejas amarillas,4
mapa,4
